Source,Target
governo,federal
federal,acredita
acredita,mandato
mandato,nome
nome,quero
quero,dizer
dizer,voto
voto,Presidente
Presidente,votou
votou,acumulado
acumulado,votos
votos,voto
voto,senhor
senhor,presidente
presidente,pega
pega,desculpe
desculpe,parti
parti,votou
votou,acumulado
acumulado,votos
votos,senhor
senhor,presidente
presidente,governo
governo,tentou
tentou,destruir
destruir,família
família,temos
temos,oportunidade
oportunidade,votar
votar,votou
votou,votos
votos,acumulado
acumulado,rede
rede,presente
presente,peço
peço,companheiros
companheiros,apresentar
apresentar,divergência
divergência,relação
relação,fundamentações
fundamentações,queremos
queremos,espécie
espécie,intimidar
intimidar,ameaças
ameaças,ouvimos
ouvimos,longo
longo,semanas
semanas,saberemos
saberemos,enfrentá-las
enfrentá-las,desejamos
desejamos,saberemos
saberemos,enfrentá-las
enfrentá-las,vencê-las
vencê-las,decidir
decidir,processo
processo,pauta
pauta,cuida
cuida,processo
processo,processo
processo,admissibilidade
admissibilidade,impeachment
impeachment,rusf
rusf,adianta
adianta,tergiversar
tergiversar,repito
repito,pedindo
pedindo,licença
licença,divergir
divergir,reconhecendo
reconhecendo,direito
direito,falarem
falarem,quiserem
quiserem,processo
processo,rusf
rusf,temos
temos,julgar
julgar,mensalão
mensalão,voltar
voltar,começar
começar,7:03:20
7:03:20,voltar
voltar,tempo
tempo,ver
ver,começou
começou,maiores
maiores,provocações
provocações,tempo
tempo,ver
ver,petrolão
petrolão,processo
processo,permitirá
permitirá,fortalecer
fortalecer,lavato
lavato,aprofundar
aprofundar,investigações
investigações,petrolão
petrolão,tem
tem,medo
medo,partido
partido,votos
votos,votos
votos,abstenções
abstenções,primeiro
primeiro,lugar
lugar,queria
queria,deixar
deixar,grande
grande,brasileiro
brasileiro,creio
creio,Vitória
Vitória,final
final,inexorável
inexorável,nação
nação,ruas
ruas,nome
nome,povo
povo,defesa
defesa,futuro
futuro,novas
novas,gerações
gerações,voto
voto,impedimento
impedimento,votou
votou,acumulado
acumulado,votos
votos,presidente
presidente,Presidente
Presidente,respeito
respeito,Estado
Estado,respeito
respeito,querida
querida,festa
festa,itabapuana
itabapuana,família
família,Presidente
Presidente,voto
voto,Aplausos
Aplausos,pauló
pauló,acumulado
acumulado,votos
votos,deputado
deputado,senhoras
senhoras,senhores
senhores,ver
ver,país
país,sair
sair,crise
crise,preciso
preciso,mudar
mudar,voto
voto,deputado
deputado,votou
votou,acumulado
acumulado,votos
votos,deputado
deputado,prb
prb,senhor
senhor,presidente
presidente,família
família,governo
governo,levantar
levantar,nação
nação,Janeiro
Janeiro,voto
voto,votou
votou,votos
votos,vota
vota,senhor
senhor,presidente
presidente,senhor
senhor,entra
entra,história
história,família
família,pai
pai,prefeito
prefeito,atropelado
atropelado,governo
governo,rasga
rasga,constituição
constituição,constituição
constituição,voto
voto,rgo
rgo,votou
votou,votos
votos,deputada
deputada,senhor
senhor,presidente
presidente,retomada
retomada,economia
economia,brasileira
brasileira,senhor
senhor,presidente
presidente,funcionários
funcionários,públicos
públicos,aposentados
aposentados,Estado
Estado,senhor
senhor,presidente
presidente,povo
povo,fim
fim,violência
violência,cidade
cidade,ruim
ruim,desenvolvimento
desenvolvimento,horrível
horrível,votar
votar,país
país,partido
partido,partido
partido,brasileiro
brasileiro,republicanas
republicanas,obrigada
obrigada,votou
votou,acumulado
acumulado,votos
votos,Deputado
Deputado,responsabilidade
responsabilidade,tenho
tenho,votar
votar,advogado
advogado,vezes
vezes,presidente
presidente,representando
representando,estado
estado,estudei
estudei,processo
processo,posso
posso,afirmar
afirmar,medo
medo,errar
errar,parecer
parecer,relator
relator,acordo
acordo,constituição
constituição,leis
leis,regulam
regulam,impit
impit,casa
casa,voto
voto,prosseguimento
prosseguimento,processo
processo,votou
votou,acumulado
acumulado,votos
votos,Deputado
Deputado,cim
cim,senhor
senhor,presidente
presidente,saudando
saudando,capital
capital,cidades
cidades,rua
rua,apoiar
apoiar,movimento
movimento,haja
haja,haja
haja,paz
paz,crescimento
crescimento,nação
nação,brasileira
brasileira,deu
deu,deram
deram,mandatos
mandatos,consecutivos
consecutivos,casa
casa,fazendo
fazendo,história
história,família
família,filhos
filhos,noras
noras,netos
netos,querida
querida,querida
querida,cidade
cidade,velha
velha,senhor
senhor,presidente
presidente,voto
voto,impit
impit,votou
votou,acumulado
acumulado,votos
votos,deputada
deputada,senhor
senhor,presidente
presidente,acreditar
acreditar,política
política,responsabilidade
responsabilidade,devem
devem,caminhar
caminhar,olhar
olhar,ver
ver,brasileiros
brasileiros,vestindo
vestindo,verde
verde,amarelo
amarelo,forma
forma,pacífica
pacífica,ordeira
ordeira,mostrando
mostrando,filhos
filhos,fogem
fogem,luta
luta,precisam
precisam,invadir
invadir,casa
casa,precisam
precisam,quebrar
quebrar,ônibus
ônibus,pedindo
pedindo,União
União,pedindo
pedindo,Pregando
Pregando,esperança
esperança,melhor
melhor,família
família,momento
momento,eues
eues,netos
netos,nova
nova,C
C,chegando
chegando,quero
quero,dizer
dizer,brasileiros
brasileiros,cidade
cidade,estado
estado,voto
voto,votou
votou,acumulado
acumulado,negociata
negociata,política
política,velha
velha,política
política,impediu
impediu,partido
partido,dear
dear,votar
votar,movimentos
movimentos,sociais
sociais,vem
vem,revoltados
revoltados,online
online,ocuparam
ocuparam,ruas
ruas,país
país,país
país,Altivo
Altivo,livre
livre,corrupção
corrupção,cadeia
cadeia,voto
voto,Presidente
Presidente,Estado
Estado,votou
votou,proferidos
proferidos,votos
votos,abstenções
abstenções,milares
milares,advogados
advogados,juristas
juristas,país
país,apontaram
apontaram,relatório
relatório,homenagem
homenagem,povo
povo,trabalhador
trabalhador,ruas
ruas,Resistindo
Resistindo,golpe
golpe,dando
dando,razão
razão,disse
disse,país
país,tribal
tribal,julgar
julgar,mulher
mulher,honrada
honrada,Presidente
Presidente,iluda
iluda,senhor
senhor,bola
bola,ver
ver,Deputado
Deputado,damos
damos,totalizando
totalizando,votos
votos,bom
bom,ausência
ausência,deputada
deputada,informado
informado,há
há,necessidade
necessidade,voltar
voltar,chamar
chamar,seguida
seguida,parlamentar
parlamentar,deputado
deputado,solidariedade
solidariedade,senhor
senhor,presidente
presidente,homenagem
homenagem,querida
querida,caparol
caparol,capixabas
capixabas,municípios
municípios,movimentos
movimentos,rua
rua,ex-presidenta
ex-presidenta,tenha
tenha,férias
férias,acumulado
acumulado,votos
votos,Deputado
Deputado,senhor
senhor,presidente
presidente,respeito
respeito,Constituição
Constituição,respeito
respeito,grande
grande,maioria
maioria,população
população,Estado
Estado,respeito
respeito,grande
grande,maioria
maioria,população
população,capichaba
capichaba,país
país,encontre
encontre,rumo
rumo,desenvolvimento
desenvolvimento,voto
voto,senhor
senhor,presidente
presidente,votou
votou,acumulado
acumulado,votos
votos,senhoras
senhoras,senhores
senhores,deputados
deputados,capixabas
capixabas,legitimaram
legitimaram,governo
governo,governo
governo,aumentar
aumentar,maldade
maldade,abandonou
abandonou,capixabas
capixabas,rodovias
rodovias,portos
portos,aeroportos
aeroportos,senhores
senhores,deputados
deputados,família
família,especial
especial,filho
filho,agricultura
agricultura,agricultores
agricultores,cooperativismo
cooperativismo,indústria
indústria,abandonada
abandonada,governo
governo,espo
espo,votos
votos,coragem
coragem,vida
vida,devolveu
devolveu,geração
geração,sonhada
sonhada,homenagem
homenagem,lutadores
lutadores,recuso
recuso,entregar
entregar,país
país,mãos
mãos,golpistas
golpistas,mãos
mãos,traidores
traidores,mãos
mãos,corruptos
corruptos,armaram
armaram,faça
faça,comandam
comandam,homenagem
homenagem,lutadores
lutadores,lutam
lutam,cansarão
cansarão,lutar
lutar,democracia
democracia,voto
voto,votou
votou,totalizando
totalizando,votos
votos,Deputado
Deputado,posso
posso,concordar
concordar,deputado
deputado,sessão
sessão,absurdo
absurdo,tem
tem,moral
moral,política
política,ética
ética,dia
dia,tomei
tomei,posse
posse,fiz
fiz,juramento
juramento,jurei
jurei,defender
defender,respeitar
respeitar,constituição
constituição,jurei
jurei,defender
defender,democracia
democracia,voto
voto,golpe
golpe,espit
espit,votos
votos,presidente
presidente,homenagem
homenagem,resposta
resposta,milhares
milhares,brasileiros
brasileiros,ruas
ruas,país
país,estado
estado,cidades
cidades,estado
estado,especial
especial,querida
querida,cidade
cidade,cobra
cobra,exige
exige,respondermos
respondermos,chama
chama,responder
responder,restauro
restauro,chama
chama,responsabilizar
responsabilizar,longo
longo,anos
anos,tornou
tornou,economia
economia,inviabilizada
inviabilizada,precisamos
precisamos,responsabilizá-la
responsabilizá-la,momento
momento,ato
ato,praticando
praticando,ato
ato,tem
tem,votou
votou,S
S,totalizado
totalizado,votos
votos,Presidente
Presidente,respeito
respeito,famílias
famílias,brasileiras
brasileiras,respeito
respeito,querido
querido,respeito
respeito,cidade
cidade,natal
natal,amigos
amigos,família
família,voto
voto,votou
votou,votos
votos,acumulados
acumulados,Deputado
Deputado,filho
filho,pstb
pstb,Presidente
Presidente,senhores
senhores,deputados
deputados,homenagem
homenagem,princípios
princípios,legalidade
legalidade,impessoalidade
impessoalidade,moralidade
moralidade,eficiência
eficiência,voto
voto,espírito
espírito,votos
votos,acumulados
acumulados,Deputado
Deputado,foleto
foleto,presidente
presidente,nome
nome,querida
querida,cidade
cidade,filhos
filhos,solo
solo,capichaba
capichaba,nação
nação,brasileira
brasileira,nome
nome,filhos
filhos,7:19:25
7:19:25,meinho
meinho,fam
fam,jovens
jovens,país
país,esperança
esperança,construir
construir,novo
novo,governo
governo,diálogo
diálogo,política
política,economia
economia,recuperar
recuperar,nação
nação,voto
voto,senhor
senhor,presidente
presidente,votou
votou,acumulado
acumulado,votos
votos,estado
estado,deu
deu,oportunidade
oportunidade,votado
votado,estado
estado,votos
votos,município
município,quero
quero,dizer
dizer,partido
partido,fechou
fechou,questão
questão,impitma
impitma,papel
papel,julgador
julgador,cabe
cabe,julgador
julgador,quero
quero,consciência
consciência,democracia
democracia,corrupção
corrupção,quero
quero,dizer
dizer,nome
nome,população
população,capixaba
capixaba,pedir
pedir,desculpa
desculpa,ficar
ficar,estado
estado,vidgal
vidgal,votou
votou,totalizou
totalizou,votos
votos,seguida
seguida,parlamentar
parlamentar,defesa
defesa,nação
nação,nordeste
nordeste,cidade
cidade,combate
combate,corrupção
corrupção,representado
representado,digo
digo,corrupção
corrupção,ridícula
ridícula,envergonha
envergonha,país
país,pagando
pagando,grades
grades,faz
faz,mundo
mundo,deputado
deputado,deputado
deputado,laria
laria,presidente
presidente,senhores
senhores,parlamentares
parlamentares,momento
momento,creio
creio,difícil
difícil,traz
traz,decisão
decisão,decisão
decisão,renovação
renovação,esperanças
esperanças,estado
estado,país
país,desistir
desistir,voto
voto,Estado
Estado,votou
votou,acumulado
acumulado,votos
votos,Deputado
Deputado,Abril
Abril,acordo
acordo,convicções
convicções,defesa
defesa,votou
votou,totalizando
totalizando,votos
votos,Deputado
Deputado,heracto
heracto,fortes
fortes,senhor
senhor,presidente
presidente,senhor
senhor,presidente
presidente,quero
quero,deixar
deixar,mulher
mulher,filhas
filhas,netos
netos,antnio
antnio,neta
neta,vinho
vinho,irmã
irmã,anos
anos,pessoal
pessoal,sabe
sabe,sofri
sofri,mãos
mãos,voto
voto,dar
dar,voto
voto,rancor
rancor,voto
voto,voto
voto,futuro
futuro,voto
voto,dar
dar,voto
voto,exigindo
exigindo,voto
voto,nome
nome,ruas
ruas,panto
panto,Deputado
Deputado,votou
votou,acumulado
acumulado,votos
votos,orientação
orientação,partidária
partidária,sentimento
sentimento,tristeza
tristeza,voto
voto,votos
votos,presidente
presidente,senhoras
senhoras,senhores
senhores,deputados
deputados,desajuste
desajuste,contas
contas,públicas
públicas,aumento
aumento,inflação
inflação,favor
favor,desempregados
desempregados,país
país,defesa
defesa,municípios
municípios,restabelecer
restabelecer,esperança
esperança,povo
povo,brasileiro
brasileiro,voto
voto,votou
votou,acumulou
acumulou,votos
votos,senhoras
senhoras,senhores
senhores,deputados
deputados,eleição
eleição,indireta
indireta,processo
processo,impit
impit,presidente
presidente,república
república,país
país,presidencialista
presidencialista,pressupõe
pressupõe,haja
haja,crime
crime,responsabilidade
responsabilidade,presidenta
presidenta,matou
matou,roubou
roubou,tem
tem,Contas
Contas,exterior
exterior,descumpriu
descumpriu,lei
lei,digna
digna,honesta
honesta,honrada
honrada,há
há,responsabilidade
responsabilidade,há
há,crime
crime,processo
processo,artificial
artificial,forjado
forjado,falso
falso,voto
voto,votou
votou,totalizando
totalizando,votos
votos,contrários
contrários,deputado
deputado,Senor
Senor,Presidente
Presidente,descul
descul,jurídicos
jurídicos,convenceram
convenceram,existência
existência,responsabilidade
responsabilidade,senhora
senhora,Presidente
Presidente,razão
razão,votou
votou,votou
votou,totalizando
totalizando,votos
votos,deputada
deputada,dias
dias,senhor
senhor,presidente
presidente,deputados
deputados,deputadas
deputadas,presentes
presentes,abençoe
abençoe,querida
querida,nação
nação,querido
querido,desenvolvimento
desenvolvimento,querido
querido,Estado
Estado,democracia
democracia,Estado
Estado,democrático
democrático,direito
direito,respeito
respeito,milhares
milhares,milhares
milhares,brasileiros
brasileiros,brasileiras
brasileiras,votaram
votaram,elegendo
elegendo,primeira
primeira,presidenta
presidenta,mulher
mulher,voto
voto,deputada
deputada,dias
dias,votou
votou,totalizando
totalizando,votos
votos,estado
estado,futuro
futuro,povo
povo,especial
especial,Piauienses
Piauienses,especial
especial,cidade
cidade,respeito
respeito,homens
homens,mulheres
mulheres,lutando
lutando,ruas
ruas,melhor
melhor,pel
pel,futuros
futuros,filhas
filhas,votou
votou,acumulado
acumulado,votos
votos,chamar
chamar,seguida
seguida,parlamentar
parlamentar,senhor
senhor,presidente
presidente,atual
atual,bí
bí,nome
nome,humilhar
humilhar,orar
orar,buscar
buscar,converter
converter,maus
maus,caminhos
caminhos,ouvirei
ouvirei,céus
céus,perdoarei
perdoarei,pecados
pecados,sararei
sararei,terra
terra,nova
nova,ordem
ordem,política
política,fim
fim,corrupção
corrupção,irmãos
irmãos,brasileiros
brasileiros,irmãos
irmãos,grandenses
grandenses,homenagem
homenagem,memória
memória,pai
pai,votou
votou,acumulou
acumulou,votos
votos,Deputado
Deputado,eou
eou,fez
fez,questão
questão,fechar
fechar,voto
voto,favor
favor,quero
quero,dizer
dizer,temos
temos,oportunidade
oportunidade,sonhar
sonhar,oportunidade
oportunidade,ter
ter,esperança
esperança,futuro
futuro,melhor
melhor,quero
quero,povo
povo,Potiguar
Potiguar,família
família,pai
pai,parlamentar
parlamentar,mandatos
mandatos,casa
casa,voto
voto,partido
partido,progressista
progressista,votou
votou,acumulado
acumulado,votos
votos,instituições
instituições,retomada
retomada,crescimento
crescimento,voto
voto,senhor
senhor,presidente
presidente,votou
votou,acumulado
acumulado,votos
votos,Deputado
Deputado,Senor
Senor,Presidente
Presidente,respeito
respeito,cons
cons,respeito
respeito,leis
leis,país
país,ordenamento
ordenamento,jurídico
jurídico,ocupam
ocupam,ruas
ruas,pedir
pedir,mudanças
mudanças,país
país,famílias
famílias,desempregadas
desempregadas,somam
somam,famílias
famílias,possa
possa,senhor
senhor,presidente
presidente,ter
ter,luz
luz,fim
fim,túnel
túnel,voto
voto,votou
votou,acumulou
acumulou,Deputado
Deputado,Presidente
Presidente,caro
caro,colegas
colegas,deputados
deputados,deputadas
deputadas,frustração
frustração,nação
nação,maior
maior,peso
peso,parlamentar
parlamentar,pode
pode,levar
levar,consciência
consciência,jovens
jovens,futuras
futuras,gerações
gerações,Estado
Estado,país
país,voto
voto,marim
marim,coerência
coerência,eleitores
eleitores,respeito
respeito,família
família,pais
pais,deixaram
deixaram,legado
legado,filhos
filhos,quero
quero,transmitir
transmitir,respeito
respeito,país
país,partido
partido,aparelhou
aparelhou,país
país,polí
polí,externa
externa,nacional
nacional,recursos
recursos,educa
educa,doutrinar
doutrinar,assar
assar,crianças
crianças,melhores
melhores,dias
dias,país
país,livre
livre,quadrilha
quadrilha,entranhou
entranhou,seio
seio,coração
coração,senhor
senhor,presidente
presidente,esperança
esperança,dias
dias,melhores
melhores,nome
nome,povo
povo,estado
estado,concederam
concederam,votos
votos,povo
povo,voto
voto,votou
votou,votos
votos,acumulados
acumulados,deputada
deputada,democracia
democracia,avanços
avanços,sociais
sociais,saber
saber,tem
tem,solução
solução,país
país,famílias
famílias,brasileir
brasileir,voto
voto,votou
votou,totalizando
totalizando,votos
votos,contrários
contrários,chamar
chamar,seguida
seguida,Quero
Quero,dirigir
dirigir,momento
momento,eleitor
eleitor,eleitora
eleitora,brasileiro
brasileiro,brasileira
brasileira,homenagear
homenagear,filhos
filhos,mulher
mulher,amigos
amigos,parentes
parentes,eleitores
eleitores,mesmo
mesmo,homenagear
homenagear,cidade
cidade,natal
natal,terra
terra,natal
natal,estado
estado,momento
momento,fazer
fazer,julgamento
julgamento,julgamento
julgamento,impit
impit,presidente
presidente,julgamento
julgamento,coloca
coloca,posição
posição,aceitável
aceitável,haja
haja,fundamentos
fundamentos,substituir
substituir,voto
voto,voto
voto,voto
voto,votar
votar,pitma
pitma,possível
possível,7:34:44
7:34:44,constituição
constituição,brasileira
brasileira,possível
possível,vota
vota,votar
votar,pachman
pachman,possível
possível,crime
crime,responsabilidade
responsabilidade,havendo
havendo,crime
crime,responsabilidade
responsabilidade,golpe
golpe,golpe
golpe,podemos
podemos,votar
votar,golpe
golpe,oach
oach,favor
favor,votou
votou,totalizando
totalizando,votos
votos,contrários
contrários,deputada
deputada,senhor
senhor,presidente
presidente,senhores
senhores,deputados
deputados,quero
quero,terminar
terminar,justificativa
justificativa,ausência
ausência,deputada
deputada,garotinho
garotinho,autorização
autorização,médica
médica,pode
pode,vir
vir,jus
jus,ausência
ausência,deputada
deputada,senhor
senhor,presidente
presidente,sãoos
sãoos,Apresente
Apresente,prova
prova,crime
crime,presidente
presidente,mulher
mulher,honesta
honesta,voto
voto,votou
votou,totalizando
totalizando,votos
votos,senhores
senhores,senhoras
senhoras,deputados
deputados,voto
voto,mineiros
mineiros,reencontro
reencontro,país
país,voto
voto,voto
voto,afastamento
afastamento,senhora
senhora,votou
votou,votos
votos,acumul
acumul,Andrada
Andrada,Presidente
Presidente,democracia
democracia,busca
busca,melhores
melhores,dias
dias,votamos
votamos,acumulado
acumulado,votos
votos,deputada
deputada,senhor
senhor,presidente
presidente,votar
votar,impeachment
impeachment,fácil
fácil,coisa
coisa,fácil
fácil,vida
vida,voto
voto,covarde
covarde,deputada
deputada,votou
votou,totalizando
totalizando,votos
votos,Deputado
Deputado,náo
náo,vota
vota,pai
pai,avô
avô,diziam
diziam,decência
decência,honestidade
honestidade,possibilidade
possibilidade,obrigação
obrigação,brasileiros
brasileiros,tenham
tenham,decência
decência,jovens
jovens,ruas
ruas,verás
verás,filho
filho,luta
luta,votos
votos,acumulado
acumulado,deputado
deputado,senhor
senhor,presidente
presidente,senhoras
senhoras,senhores
senhores,deputados
deputados,voto
voto,crianças
crianças,famílias
famílias,voto
voto,favor
favor,Agricultor
Agricultor,café
café,voto
voto,mineiros
mineiros,voto
voto,favor
favor,Constituição
Constituição,voto
voto,impit
impit,presidente
presidente,ré
ré,minasa
minasa,proferidos
proferidos,votos
votos,deputada
deputada,damina
damina,futuro
futuro,cidade
cidade,querido
querido,povo
povo,docio
docio,voto
voto,votou
votou,acumulou
acumulou,votos
votos,Deputado
Deputado,delegado
delegado,Presidente
Presidente,espera
espera,dever
dever,baro
baro,libertação
libertação,povo
povo,brasileiro
brasileiro,família
família,saldoso
saldoso,voto
voto,senhor
senhor,presidente
presidente,delegado
delegado,votou
votou,votos
votos,acumulados
acumulados,Deputado
Deputado,filhos
filhos,acompanham
acompanham,transportadores
transportadores,agricultores
agricultores,querida
querida,avô
avô,exemplo
exemplo,trabalho
trabalho,homem
homem,campo
campo,transportador
transportador,profissionais
profissionais,voto
voto,impit
impit,votou
votou,votos
votos,acumulados
acumulados,Deputado
Deputado,dia
dia,certo
certo,fazer
fazer,coisa
coisa,maneira
maneira,esposa
esposa,filhos
filhos,voto
voto,valores
valores,homens
homens,livres
livres,bons
bons,costumes
costumes,respeito
respeito,povo
povo,respeito
respeito,povo
povo,brasileiro
brasileiro,suporta
suporta,desgoverno
desgoverno,corrupção
corrupção,respeito
respeito,constituição
constituição,ter
ter,golpe
golpe,ter
ter,impit
impit,voto
voto,favor
favor,votou
votou,acumulou
acumulou,votos
votos,senhor
senhor,presidente
presidente,longo
longo,mandatos
mandatos,presenciado
presenciado,incoerência
incoerência,discurso
discurso,humanista
humanista,prática
prática,rasteira
rasteira,mentirosa
mentirosa,crime
crime,responsabilidade
responsabilidade,cometido
cometido,honra
honra,povo
povo,representam
representam,voto
voto,votou
votou,acumulou
acumulou,votos
votos,deputado
deputado,senhor
senhor,presidente
presidente,herdei
herdei,pais
pais,procuro
procuro,repassar
repassar,filhos
filhos,gratidão
gratidão,tenho
tenho,renovação
renovação,canção
canção,nova
nova,movimentos
movimentos,ajudaram
ajudaram,livre
livre,drogas
drogas,brasileiros
brasileiros,vivem
vivem,drogas
drogas,tem
tem,ajuda
ajuda,honrar
honrar,belo
belo,horizontinos
horizontinos,mineiros
mineiros,brasileiros
brasileiros,terra
terra,voto
voto,suplente
suplente,Senor
Senor,Presidente
Presidente,votou
votou,acumulou
acumulou,votos
votos,pedi
pedi,sabedoria
sabedoria,fazer
fazer,voto
voto,dignidade
dignidade,pedi
pedi,iluminasse
iluminasse,momento
momento,nome
nome,estado
estado,nome
nome,milhares
milhares,mineiro
mineiro,pediram
pediram,votar
votar,favor
favor,declarar
declarar,voto
voto,gratidão
gratidão,povo
povo,Mineiro
Mineiro,família
família,mineira
mineira,desempregados
desempregados,país
país,voto
voto,votou
votou,acumulou
acumulou,votos
votos,senhores
senhores,deputados
deputados,senhor
senhor,presidente
presidente,povo
povo,brasileiro
brasileiro,primeiro
primeiro,lugar
lugar,quero
quero,agradecer
agradecer,dado
dado,oportunidade
oportunidade,eleito
eleito,estado
estado,amável
amável,maravilhoso
maravilhoso,estado
estado,adiro
adiro,apóstolo
apóstolo,igreja
igreja,maravilhosa
maravilhosa,ajudou
ajudou,trabalho
trabalho,Quero
Quero,agradecer
agradecer,esposa
esposa,filha
filha,deu
deu,força
força,vem
vem,dando
dando,forças
forças,mãe
mãe,quero
quero,agradecer
agradecer,cuidou
cuidou,pequeno
pequeno,quero
quero,agradecer
agradecer,ensinou
ensinou,educação
educação,quero
quero,agradecer
agradecer,povo
povo,brasileiro
brasileiro,dizer
dizer,instante
instante,corrupção
corrupção,roubalheira
roubalheira,safadeza
safadeza,lutei
lutei,novas
novas,eleições
eleições,momento
momento,brasileiro
brasileiro,tenha
tenha,nova
nova,esperança
esperança,dias
dias,melhores
melhores,prosperidade
prosperidade,voto
voto,Estado
Estado,votou
votou,acumulou
acumulou,votos
votos,Deputado
Deputado,certeza
certeza,presidenta
presidenta,cometeu
cometeu,crimes
crimes,denunciada
denunciada,confirmado
confirmado,voto
voto,prosseguimento
prosseguimento,responderá
responderá,votou
votou,totalizando
totalizando,votos
votos,vota
vota,deputado
deputado,prz
prz,senhor
senhor,presidente
presidente,quero
quero,fazer
fazer,voto
voto,homenagem
homenagem,mineiros
mineiros,brasileiros
brasileiros,dia
dia,voto
voto,popular
popular,pagaram
pagaram,vidas
vidas,casa
casa,ter
ter,direito
direito,ruas
ruas,divididas
divididas,consultar
consultar,população
população,quer
quer,trabalhei
trabalhei,presidente
presidente,sei
sei,mulher
mulher,honrada
honrada,sei
sei,passar
passar,história
história,manchar
manchar,mãos
mãos,biografia
biografia,querer
querer,tirar
tirar,mulher
mulher,Eleita
Eleita,mulher
mulher,honrada
honrada,democracia
democracia,deputado
deputado,votou
votou,totalizando
totalizando,votos
votos,senhor
senhor,presidente
presidente,milhares
milhares,mineiros
mineiros,confiaram
confiaram,representação
representação,casa
casa,mineiros
mineiros,querida
querida,mineiros
mineiros,terra
terra,natal
natal,arcos
arcos,expectativa
expectativa,senhor
senhor,presidente
presidente,início
início,paa
paa,ética
ética,traga
traga,vida
vida,pública
pública,volta
volta,família
família,filhos
filhos,esposa
esposa,neta
neta,pais
pais,pai
pai,mase
mase,presente
presente,vida
vida,mãe
mãe,dona
dona,ensinaram
ensinaram,valores
valores,norteiam
norteiam,vida
vida,pública
pública,irmãos
irmãos,voto
voto,Música
Música,presidente
presidente,votou
votou,acumulou
acumulou,votos
votos,vota
vota,deputada
deputada,mora
mora,senhor
senhor,presidente
presidente,homenagem
homenagem,deram
deram,vida
vida,democracia
democracia,florescesse
florescesse,País
País,filhos
filhos,famílias
famílias,brasileiras
brasileiras,vivam
vivam,vivi
vivi,ditadura
ditadura,vergonhosa
vergonhosa,fralde
fralde,jurídica
jurídica,faça
faça,política
política,tem
tem,lembro
lembro,primiro
primiro,compromisso
compromisso,aade
aade,comeou
comeou,votou
votou,totalizando
totalizando,votos
votos,delado
delado,presida
presida,sessão
sessão,suspeito
suspeito,irregularidades
irregularidades,cometidas
cometidas,casa
casa,quero
quero,dizer
dizer,hora
hora,chegar
chegar,golpes
golpes,deixar
deixar,votar
votar,votou
votou,acumulou
acumulou,votos
votos,Deputado
Deputado,solidariedade
solidariedade,senhor
senhor,presidente
presidente,chega
chega,roubalheira
roubalheira,chega
chega,safadeza
safadeza,chega
chega,corrupção
corrupção,lugar
lugar,bandido
bandido,cadeia
cadeia,presidente
presidente,voto
voto,voto
voto,há
há,golpe
golpe,H
H,pachman
pachman,Presidente
Presidente,querida
querida,votou
votou,acumulou
acumulou,votos
votos,quero
quero,cumprimentar
cumprimentar,vales
vales,quero
quero,dizer
dizer,reconheço
reconheço,legitimidade
legitimidade,temos
temos,presidente
presidente,tem
tem,legitimidade
legitimidade,conduzir
conduzir,processo
processo,processo
processo,tem
tem,crime
crime,tem
tem,crime
crime,golpe
golpe,quero
quero,saudar
saudar,trabalhadores
trabalhadores,trabalhadoras
trabalhadoras,cidade
cidade,quero
quero,cumprimentar
cumprimentar,beneficiados
beneficiados,estado
estado,universidades
universidades,federais
federais,implantamos
implantamos,institutos
institutos,federais
federais,escola
escola,quero
quero,cumprimentar
cumprimentar,vota
vota,Deputado
Deputado,quero
quero,cumprimentar
cumprimentar,casa
casa,vida
vida,programas
programas,importantes
importantes,implantados
implantados,arma
arma,falsa
falsa,organizada
organizada,presidente
presidente,golpear
golpear,país
país,trabalhadores
trabalhadores,trabalhadoras
trabalhadoras,Deputado
Deputado,gentileza
gentileza,vote
vote,vota
vota,Deputado
Deputado,gentileza
gentileza,voto
voto,golpe
golpe,voto
voto,deputado
deputado,votou
votou,totalizando
totalizando,votos
votos,contrários
contrários,senhor
senhor,presidente
presidente,voto
voto,família
família,recuperação
recuperação,respeitando
respeitando,clamando
clamando,bênção
bênção,país
país,voto
voto,votou
votou,acumulou
acumulou,votos
votos,Deputado
Deputado,senhor
senhor,presidente
presidente,partido
partido,brasileiro
brasileiro,vendo
vendo,lado
lado,prb
prb,bancada
bancada,disse
disse,parlamentares
parlamentares,votariam
votariam,admissibilidade
admissibilidade,denúncia
denúncia,honesta
honesta,Presidente
Presidente,julgando
julgando,admissibilidade
admissibilidade,denúncia
denúncia,Senado
Senado,fará
fará,há
há,golpe
golpe,ato
ato,legítimo
legítimo,convalidado
convalidado,7:53:30
7:53:30,equivocado
equivocado,senhor
senhor,presidente
presidente,voto
voto,admissibilidade
admissibilidade,prb
prb,votou
votou,acumulou
acumulou,votos
votos,deputado
deputado,voto
voto,partido
partido,voto
voto,representa
representa,vont
vont,votou
votou,votos
votos,acumulados
acumulados,deputado
deputado,senhor
senhor,presidente
presidente,familiares
familiares,mulher
mulher,filhos
filhos,liderados
liderados,pediram
pediram,votasse
votasse,mineiros
mineiros,brasileiros
brasileiros,voto
voto,senhor
senhor,presidente
presidente,volou
volou,votos
votos,Deputado
Deputado,marelo
