#Sentença,Texto da Sentença,Polaridade,Subjetividade
1171,União pedindo Pregando esperança melhor,0.0,0.0
1172,família momento eues netos nova,0.0,0.0
1173,C,0.0,0.0
1174,chegando quero dizer brasileiros cidade estado voto votou acumulado negociata política velha política impediu suplente partido dear votar estado movimentos sociais vem,0.0,0.0
1175,revoltados online ocuparam ruas país país,0.0,0.0
1176,Altivo livre corrupção cadeia voto,0.0,0.0
1177,Presidente Estado votou 9:13 proferidos votos qu abstenções milares advogados juristas país apontaram relatório farça instrumento golpe homenagem povo trabalhador ruas,0.0,0.0
1178,Resistindo golpe dando razão disse misericórdia país ter tribal julgar mulher honrada,0.0,0.0
1179,Presidente iluda sorrisinho,0.0,0.0
1180,senhor bola ver Deputado damos totalizando votos bom ausência deputada informado há necessidade voltar chamar vamos seguida primeiro parlamentar deputado solidariedade senhor presidente homenagem querida,0.0,0.0
1181,Alegre região caparol,0.0,0.0
1182,capixabas municípios movimentos rua estão ex-presidenta tenha férias acumulado votos,0.0,0.0
1183,Deputado phs senhor presidente respeito,0.0,0.0
1184,Constituição respeito grande maioria população,0.0,0.0
1185,Estado Espírito respeito grande maioria população capichaba país encontre,0.0,0.0
1186,rumo desenvolvimento voto senhor,0.0,0.0
1187,presidente votou acumulado votos,0.0,0.0
1188,PV senhoras,0.0,0.0
1189,senhores,0.0,0.0
1190,deputados capixabas legitimaram governo governo aumentar maldade abandonou capixabas rodovias portos aeroportos senhores deputados,0.0,0.0
1191,família,0.0,0.0
1192,especial filho filha agricultura agricultores cooperativismo indústria,0.0,0.0
1193,abandonada governo espo votos,0.0,0.0
1194,coragem vida,0.0,0.0
1195,devolveu geração sonhada homenagem lutadores recuso entregar país mãos golpistas mãos traidores mãos corruptos armaram faça comandam homenagem lutadores lutam cansarão lutar democracia voto votou totalizando votos,0.0,0.0
1196,Deputado posso concordar deputado sessão absurdo,0.0,0.0
1197,tem moral política ética dia tomei posse fiz juramento jurei defender respeitar constituição jurei defender democracia voto golpe espit votos presidente homenagem resposta milhares brasileiros ruas país,0.0,0.25
1198,estado cidades estado especial querida cidade cobra exige chama respondermos chama responder restauro economia chama responsabilizar longo anos tornou economia inviabilizada precisamos responsabilizá-la momento ato praticando ato tem,0.0,0.0
1199,votou,0.0,0.0
1200,S totalizado votos,0.0,0.0
1201,Presidente respeito famílias brasileiras respeito querido respeito cidade natal eç amigos,0.0,0.0
1202,família,0.0,0.0
1203,voto votou votos acumulados,0.0,0.0
1204,Deputado filho pstb,0.0,0.0
1205,Presidente senhores deputados homenagem princípios,0.0,0.0
1206,legalidade impessoalidade moralidade,0.0,0.0
1207,eficiência voto fil espírito votos acumulados,0.0,0.0
1208,Deputado foleto presidente nome querida cidade,0.0,0.0
1209,filhos solo capichaba noroeste,0.0,0.0
1210,capichaba nome nação brasileira nome filhos,0.0,0.0
1211,7:19:25 meinho fam jovens país esperança construir novo governo diálogo política economia recuperar nação nome nome voto,0.0,0.0
1212,senhor presidente votou acumulado votos estado deu oportunidade votado estado 7:20:07 votos município quero dizer partido fechou questão impitma papel julgador cabe julgador quero consciência democracia corrupção quero dizer nome população capixaba pedir desculpa ficar estado vidgal votou totalizou votos seguida primeiro parlamentar defesa nação nordeste cidade combate corrupção representado digo corrupção ridícula envergonha país pagando grades mal faz mundo deputado deputado laria senhor presidente,0.0,0.0
1213,senhores parlamentares momento creio difícil traz decisão decisão renovação,0.0,0.0
1214,esperanças estado país desistir voto,0.0,0.0
1215,Estado votou acumulado votos,0.0,0.0
1216,Deputado,0.0,0.0
1217,Abril,0.0,0.0
1218,acordo,0.0,0.0
1219,convicções defesa votou totalizando votos,0.0,0.0
1220,Deputado heracto fortes senhor presidente senhor presidente quero deixar abraço mulher filhas netos antnio neta vinho irmã anos pessoal,0.0,0.0
1221,sabe,0.0,0.0
1222,sofri mãos voto dar voto rancor voto voto,0.0,0.0
1223,futuro voto dar voto exigindo voto nome ruas panto,0.0,0.0
1224,Deputado votou acumulado votos orientação partidária,0.0,0.0
1225,sentimento,0.0,0.0
1226,tristeza voto,0.0,0.0
1227,Aplausos votos senhor presidente senhoras,0.0,0.0
1228,senhores deputados desajuste contas públicas aumento inflação desemprego favor desempregados país,0.0,0.0
1229,defesa,0.0,0.0
1230,municípios restabelecer esperança povo brasileiro voto,0.0,0.0
1231,PSD votou acumulou votos senhoras senhores,0.0,0.0
1232,deputados eleição indireta,0.0,0.0
1233,processo impit,0.0,0.0
1234,presidente república país presidencialista pressupõe haja crime responsabilidade,0.0,0.0
1235,presidenta,0.0,0.0
1236,matou roubou tem Contas exterior descumpriu lei país pessoa digna honesta honrada há cri responsabilidade há crime processo artificial forjado falso voto votou totalizando votos contrários deputado,-0.6,1.0
1237,Senor,0.0,0.0
1238,Presidente descul princip jurídicos convenceram existência responsabilidade senhora,0.0,0.0
1239,Presidente razão votou votou totalizando votos deputada dias senhor presidente deputados deputadas presentes oro abençoe querida nação querido desenvolvimento querido,0.0,0.0
1240,Estado democracia,0.0,0.0
1241,Estado democrático direito respeito milhares,0.0,0.0
1242,milhares brasileiros brasileiras votaram Dilma,0.0,0.0
1243,elegendo primeira presidenta mulher voto,0.0,0.0
1244,deputada,0.0,0.0
1245,dias votou totalizando votos estado futuro povo especial Piauienses especial cidade respeito,0.0,0.0
1246,homens,0.0,0.0
1247,mulheres,0.0,0.0
1248,lutando,0.0,0.0
1249,Estão ruas melhor,0.0,0.0
1250,pel futuros filhas votou acumulado votos chamar seguida primeiro parlamentar senhor presidente atual bí nome humilhar orar buscar face converter maus caminhos ouvirei céus perdoarei pecados sararei terra nova ordem política fim corrupção irmãos brasileiros irmãos grandenses homenagem memória pai votou acumulou votos,0.0,0.0
1251,Deputado Rosado 7:28:53 Agradeço eou fez questão fechar voto favor quero dizer temos oportunidade sonhar oportunidade ter esperança futuro melhor quero povo,0.0,0.0
1252,Potiguar família,0.0,0.0
1253,pai parlamentar mandatos casa voto,0.0,0.0
1254,partido progressista votou acumulado votos união fé instituições retomada crescimento voto senhor presidente votou acumulado votos,0.0,0.0
1255,Deputado Senor,0.0,0.0
1256,Presidente respeito cons respeito leis país ordenamento jurídico deil ocupam ruas pedir mudanças país famílias desempregadas,0.0,0.0
1257,somam famílias possa senhor presidente ter luz fim túnel voto presente votou,0.0,0.0
1258,acumulou Deputado,0.0,0.0
1259,Presidente caro,0.0,0.0
1260,colegas deputados deputadas frustração nação maior peso parlamentar pode levar consciência jovens futuras gerações,0.0,0.0
1261,Estado país voto marim coerência eleitores respeito família pais,0.0,0.0
1262,deixaram legado filhos quero transmitir respeito país partido aparelhou país polí externa nacional recursos s uam educa doutrinar assar crianças,0.0,0.0
1263,melhores dias país livre,0.0,0.0
1264,quadrilha entranhou seio coração senhor presidente esperança dias melhores nome povo,0.0,0.0
1265,estado concederam votos nome povo voto votou votos acumulados deputada democracia avanços sociais saber tem solução país famílias brasileir voto,0.0,0.0
1266,Norte votou totalizando votos contrários chamar seguida primeiro Quero dirigir momento eleitor eleitora brasileiro brasileira homenagear filhos mulher amigos parentes eleitores mesmo homenagear cidade natal terra natal estado momento fazer julgamento julgamento impit,0.0,0.0
1267,presidente julgamento coloca posição aceitável haja fundamentos caso substituir voto voto voto votar pitma possível 7:34:44 constituição brasileira possível vota votar pachman possível crime responsabilidade havendo crime responsabilidade golpe golpe podemos votar golpe oach favor votou totalizando votos contrários,0.0,0.0
1268,deputada senhor presidente,0.0,0.0
1269,senhores deputados quero terminar justificativa ausência deputada garotinho autorização médica pode vir jus ausência deputada senhor presidente sãoos,0.0,0.0
1270,Apresente prova crime presidente mulher honesta voto,0.0,0.0
1271,votou totalizando votos senhores senhoras deputados voto mineiros reencontro,0.0,0.0
1272,país voto voto afastamento senhora,0.0,0.0
1273,República votou votos acumul,0.0,0.0
1274,Andrada,0.0,0.0
1275,Presidente democracia busca melhores dias votamos acumulado votos deputada senhor presidente votar impeachment fácil,0.0,0.0
1276,Corri coisa fácil vida voto covarde deputada votou totalizando votos,0.0,0.0
1277,Deputado náo vota,0.0,0.0
1278,pai avô diziam decência honestidade possibilidade obrigação brasileiros tenham decência honestidade,0.0,0.0
1279,jovens ruas verás filho,0.0,0.0
1280,teu fog luta votos acumulado deputado,0.0,0.0
1281,Democratas senhor presidente senhoras,0.0,0.0
1282,senhores,0.0,0.0
1283,deputados voto favor crianças famílias sul voto favor,0.0,0.0
1284,Agricultor café voto favor mineiros voto favor,0.0,0.0
1285,Constituição voto impit presidente ré minasa proferidos votos deputada damina,0.0,0.0
1286,futuro,0.0,0.0
1287,netos cidade querido povo,0.0,0.0
1288,docio voto votou acumulou votos,0.0,0.0
1289,Deputado delegado,0.0,0.0
1290,Presidente espera dever baro libertação povo brasileiro família saldoso voto senhor presidente delegado votou votos acumulados,0.0,0.0
1291,Deputado filhos acompanham transportadores agricultores querida avô exemplo trabalho homem campo transportador,0.0,0.0
1292,profissionais voto impit,0.0,0.0
1293,votou votos acumulados Deputado dia certo fazer coisa certa maneira certa esposa filhos porin buc voto valores família,0.0,0.0
1294,homens livres bons costumes respeito povo respeito povo brasileiro suporta desgoverno corrupção respeito constituição ter golpe ter impit voto favor votou,0.0,0.0
1295,acumulou votos senhor presidente longo mandatos presenciado incoerência discurso humanista prática rasteira mentirosa crime responsabilidade cometido honra povo representam voto votou acumulou votos deputado bondini senhor presidente valores herdei pais procuro repassar filhos gratidão tenho renovação canção nova movimentos ajudaram livre drogas brasileiros vivem drogas tem ajuda honrar belo horizontinos mineiros brasileiros terra voto meu suplente Senor,0.0,0.0
1296,Presidente votou acumulou votos pedi sabedoria fazer voto dignidade pedi iluminasse momento nome estado nome nome nome milhares mineiro pediram votar favor declarar voto gratidão povo,0.0,0.0
1297,Mineiro família mineira desempregados país é voto votou acumulou votos senhores deputados senhor presidente povo brasileiro primeiro lugar quero agradecer dado oportunidade eleito estado amável maravilhoso estado pessoa adiro apóstolo igreja maravilhosa ajudou trabalho,0.0,0.0
1298,Quero agradecer esposa filha deu força vem dando forças mãe quero agradecer tia cuidou pequeno quero agradecer tia ensinou educação quero agradecer povo brasileiro dizer instante corrupção roubalheira safadeza lutei novas eleições momento brasileiro tenha nova esperança dias melhores prosperidade voto,0.0,0.0
1299,Música Estado votou acumulou votos,0.0,0.0
1300,Deputado certeza presidenta cometeu crimes denunciada confirmado voto prosseguimento denúncia responderá votou totalizando votos vota deputado prz senhor presidente quero fazer voto homenagem mineiros brasileiros dia voto popular pagaram vidas casa ter direito ruas divididas era consultar população quer trabalhei presidente sei mulher honrada sei passar história manchar mãos biografia querer tirar mulher,0.6,0.9
1301,Eleita legitimamente mulher honrada democracia deputado votou totalizando votos senhor presidente milhares mineiros confiaram representação casa mineiros querida mineiros terra natal arcos povo expectativa senhor presidente início paa ética traga vida pública decência moralidade volta família filhos esposa neta pais pai ausente mase presente vida mãe dona ensinaram valores norteiam vida pública irmãos voto senhor,0.0,0.0
1302,Música presidente votou acumulou votos vota deputada mora senhor,0.0,0.0
1303,presidente homenagem deram vida democracia florescesse,0.0,0.0
1304,País filhos famílias brasileiras vivam vivi ditadura digo vergonhosa fralde jurídica faça política tem lembro palavr primiro compromisso,0.0,0.0
1305,aade comeou digo votou totalizando votos delado suspeito presida sessão suspeito irregularidades cometidas casa quero dizer hora chegar golpes deixar votar votou acumulou votos,0.0,0.0
1306,Deputado Carvalho,0.0,0.0
1307,solidariedade senhor presidente chega roubalheira,0.0,0.0
1308,chega safadeza chega corrupção lugar bandido cadeia senhor presidente voto voto há golpe,0.0,0.0
1309,H,0.0,0.0
1310,pachman Presidente querida votou acumulou votos quero cumprimentar vales quero dizer reconheço legitimidade processo temos presidente,0.0,0.0
1311,Câmara tem legitimidade conduzir processo processo tem crime tem crime golpe quero saudar trabalhadores trabalhadoras campo cidade quero cumprimentar beneficiados educação região estado universidades federais implantamos institutos federais escola quero cumprimentar vota,0.0,0.0
1312,Deputado quero cumprimentar casa vida programas importantes implantados círculo arma falsa organizada presidente golpear país trabalhadores trabalhadoras,0.0,0.0
1313,Deputado gentileza vote vota,0.0,0.0
1314,Deputado gentileza voto golpe voto deputado votou totalizando votos contrários senhor presidente voto família recuperação respeitando clamando bênção país voto 7:52:41 votou acumulou votos,0.0,0.0
1315,Deputado lincol prb senhor presidente,0.0,0.0
1316,partido brasileiro prb vendo lado prb bancada disse parlamentares votariam admissibilidade denúncia honesta,0.0,0.0
1317,Presidente julgando admissibilidade denúncia,0.0,0.0
1318,Senado fará há golpe ato legítimo convalidado 7:53:30 equivocado senhor presidente voto admissibilidade prb votou acumulou votos deputado voto partido favor voto representa vont,0.0,0.0
1319,Povo quera voto,0.0,0.0
1320,votou votos acumulados deputado senhor presidente familiares mulher filhos liderados pediram votasse mineiros brasileiros voto senhor presidente,0.0,0.0
1321,Aplausos volou votos,0.0,0.0
1322,Deputado marelo senhor presidente,0.0,0.0
1323,p filha filha,0.0,0.0
1324,esposa mãe famílias brasileiros quero fazer menção especial região querida levando consideração senhor presidente legitimidade protestos vozes ruas legalidade processo governabilidade país voto senhor presidente abençoe votou acumulou votos,0.0,0.0
1325,Deputado aro phs senhor presidente importante pessoas saibam vim vem caminha povo,0.0,0.0
1326,Mineiro aponta é senhor presidente voto ar votou acumulou votos netos esperando melhor mamãe famía uaba produção emprego país ubera voto,0.0,0.0
1327,Presidente responsabilidade votou acumulou votos tradições libertárias minas tientes digo corrupção digo fraude fiscal digo estelionato eleitoral obstrução,0.0,0.0
1328,Justiça votos biombo autoriza assalto país constituição mão coração digo minais votos deputada,0.0,0.0
1329,senhoras parlamentares senhores parlamentares ouvindo atenção oradores precederam observei espanto maioria deputados,0.0,0.0
1330,apoiam impeach fazem familiares aniversários situação maisas nome aludem crime responsabilidade causa constitucional aludem crime existe presidenta cometeu crime mulher decente íra vota deputada senhores,0.0,0.0
1331,Ouçam ouvi ouvi mencionando razões quero falar nome democracia homenagem redes ruas lutando democracia golpe voto golpe golpistas deputada votou totalizando votos contrários deputado marer senhor presidente corrigir situação quero mandar abraço mencionei filho pr filho beijo,0.0,0.0
1332,Deputado vota,0.0,0.0
1333,Presidente senhores deputados senhoras deputadas tenho idade rebelde tem idade ter esperança momento,0.0,0.0
1334,momento,0.0,0.0
1335,gente precisa precisamos mudança votar Senor,0.0,0.0
1336,Presidente estado votou acumulou votos,0.0,0.0
1337,Presidente ocupei cargo,0.0,0.0
1338,Ministro estado atual governo guardarei gratidão comigo honrando lealdade condição secretário honrado presidente partido m acompanhando bancada deputados federais acompanhando bancada povo esperando crescimento transporte país situação quero senhor presidente dizer fundo alma pensando família esposa filhos netos conterrâneos querida voto votou acumulou votos senhoras senhores cidadãos cidadãs população brasileira ruas manifestações contrária corrupção favor saibam sagrado estado democrático direito,0.0,0.0
1339,Constituição cumprir regra significa votar Deputado 8:02:03 votou totalizando votos contrários senhor presidente senhoras senhores colegas parlamentares respeito eleitores mineiros confiaram voto sucer pai hospital câncer transparência corrupção resgate novas,0.0,0.0
1340,esperanças resgate credibilidade política social vote tem votou acumulou votos,0.03333333333333333,0.06666666666666667
1341,Deputado nton senhor presidente senhoras,0.0,0.0
1342,senhores parlamentares dirijo-me população brasileira,0.0,0.0
1343,momento especial famílias juventude quero dizer retomada crescimento país país melhor fiscalmente responsável renovação,0.0,0.0
1344,corações brasileiros nton voto votou acumulado votos votos,0.0,0.0
1345,Deputado leão senhor presidente desejo é renasça novo dia país lares,0.0,0.0
1346,milhares brasileiros mineiros região querida abençoe novo dia esperança abençoe,0.0,0.0
1347,voto pod votou votos acumulados,0.0,0.0
1348,Deputado respeito voto popular presidenta cometeu crime responsabilidade movimentos,0.6,0.9
1349,8:04:50 sociais reforma agrária povo ruas exigindo respeito,0.0,0.0
1350,Constituição povo latino-americano voto luta continua companheiros votou totalizando votos contrários,0.0,0.0
1351,Deputado patru vota,0.0,0.0
1352,colegas deputadas deputados,0.0,0.0
1353,Boa noite sexagenária caminhada militante político social vi ouvi afrontas segundo quarto sétimo mandamentos lei quero dizer colegas deputadas deputados reassumir casa mandato povo confiou urnas lutar golpes forças conservadoras querem impor país golpe lutar golpe presidenta lutar golpe democracia brasileira último quero denunciar população brasileira testemunha golpe políticas sociais golpe bolso,0.03333333333333333,0.06666666666666667
1354,família golpe golpe pobres voto passarão passarão,0.0,0.0
1355,Deputado patru votou totalizando votos contrários abca,0.0,0.0
1356,senhor presidente há golpe curso país absoluto respeito convicção certo,0.0,0.0
1357,cumprindo dever patriótico faço voto senhor presidente impedimento presidente república pstb acumulou votos deputada senhor presidente voto homenagem vítimas voto é dizer tem jeito prefeito Montes mostra gestão voto mones,0.0,0.0
1358,Claros minais acumul doas permanecer ruas legislatura tem lugar história história legislatura revanchista acha,0.0,0.0
1359,cabe capitalismo brasileiro,0.0,0.0
1360,querem rasgar constituição presidente transforma legislatura tribunal exceção querem caçar presidente honesta querem caçar presidente cometeu crime querem nome corrupção seletiva enriquecer presidente beneficiário corrupção presidenta vítima,0.0,0.0
1361,processo golpe luta vamos golpistas luta votou totalizando votos contrários senhor presidente futuro crianças filhos minas favor voto presid votou votos futuro,0.0,0.0
1362,melhor,0.0,0.0
1363,gente precisamos reconstruir país arrasado quadrilha precisamos dar famílias brasileiras exemplos ensinamentos pai filhos família memória honra bandeira impedimento presidente república pspb votou votos acumulados senhor presidente,0.0,0.0
1364,senhores senhoras parlamentares político decisão baseia entendimento parte considerável comunidade jurídica brasileira respeito glorioso histórico razão vontade vontade manifesta sincera povo brasileiros voto simo pachec votou votos senhoras senhores deputados,0.0,0.0
1365,senhor presidente decisão unânime levou conta relatório deputado jovair segundo lugar pesou descalabro econômico vivendo recu 8:12:29 políticas sociais temos saúde frangalhos temos educação cada vez dificuldades questão fiest reduzido recursos área pergunta perpassou decisão unânime dá conta esperar,0.0,0.0
1366,Portanto voto voto unânime,0.0,0.0
1367,Deputado votou votos acumulados,0.0,0.0
1368,Deputado amor louren filho voto futuras gerações crianças quero homenagear guerreiros guerreiras família quadrangular há anos contribui ora melhor,0.0,0.0
1369,existe provérbio diz terra ouro diamante mineiro silêncio passo gigante estee,0.0,0.0
1370,Mineiro ficar silêncio ter golp pitma votou votos acumulados deputado gozaga senhor presidente policial militar,0.0,0.0
1371,categoria trabalhadores vive morre dias vítimas anuais,0.0,0.0
1372,consequência impunidade impunidade tem mãe tem origem tem corrupção acreditar poder contribuir combate corrupção combate impunidade níveis governo casa direita esquerda voto zaga votou acumulado votos,0.0,0.0
1373,Deputado exército brasileiro quero senhor presidente nome grupão grupão amigos região nome memória trouxe voto votou votos acumulados,0.0,0.0
1374,Deputado piro piro humildade humildade respeito amada iit pedimos punição punição exemplar políticos juntaram milionários estão há anos partidos governos conform lavato quero pedir sabedoria enganar população encontrar caminho roubar faltar recurso peço minis votos,0.0,0.0
1375,Deputado edon,0.0,0.0
1376,Prado,0.0,0.0
1377,pmb repudio negociação cargos feita vista governo repudio negociação cargos feito prazo temer tem crime responsabilidade tem crime responsabilidade pro temer cartão vermelho vermelho temer cão vermelho paraficar país constituinte exclusiva paraficar país novas eleições reforma política voto votou acumulou votos exão rural brasileira família nome liberdade voto simé votou acumulou votos Vamos Estado seguida primeiro parlamentar flor considerando processo impeachment maculado origem acatado processo esforço deputado impedir admissibilidade investigação conselho ética negou votar considerando tem crime responsabilidade considerando pauta traz derrota agenda conservadora,0.0,0.0
1378,Vitoriosa luta reforma agrária,0.0,0.0
1379,rua cotas universidades povo negro,0.0,0.0
1380,8:19:10 direitos mulheres rua movimento estudantil,0.0,0.0
1381,juventude lutando legalidade democrática golpe luta continua golpe votou totalizando deputada tem prova há crime há crime responsabilidade há justificativa impit golpe tribunal acessão montado inquisitor frente,0.0,0.0
1382,diz tiranos combin brasileiros corações engolir tirania cretinismo parlamentar golpe golpe deputada votou totalizando votos senhor presidente voto votou totalizando votos embaça senhor presidente pedindo,0.0,0.0
1383,ilumine vim dizer imbaa,0.0,0.0
1384,votou acumulou votos senhor presidente voto maioria povo brasileiro voto senhor presidente esperança construirmos país caiba grandeza felicidade brasileiros voto votou acumulou votos,0.0,0.0
1385,Deputado respeito constituição democracia povo voto votou totalizando votos contrários,0.0,0.0
1386,Deputado senhor presidente senhores senhoras deputadas momentos dificuldades podemos afirmar caráter trajetória trajetória reclama ter posição sessão distinta facilidade tido encaminhar voto trajetória reclama respeito classe trabalhadora respeito democracia respeito valorização social trabalho circunstâncias respeitando democracia respeitando classe trabalhadora quero encaminhar voto processo vota totalizando votos contrários impeach senhor presidente representante,0.03333333333333333,0.06666666666666667
1387,Povo voto senhor presidente votou dott acumulou votos Deputado,0.0,0.0
1388,Cac leão amigos conhecem posição estado poderia faltar coerência posição momento posso permitir marca traição vida família posso otação deputado covarde quero dizer pro voto filhos,0.0,0.0
1389,Povo filhos,0.0,0.0
1390,Povo invasão ocupações,0.0,0.0
1391,Terra tetos,0.0,0.0
1392,Trabalhadores nordeste senhoras senhores olha mesa mesa traidores,0.0,0.0
1393,meses voto voto voto voto povo brasileiro voto,0.0,0.0
1394,senhor presidente voto excelência voto timber voto favor vocês,0.0,0.0
1395,Deputado votou Total votos contrários,0.0,0.75
1396,Presidente retificando votos achado baianas baianos querem país decente nome querida cidade projetou vida pública digo povo brasileiro refém momento passageiro futuro melhor destino governantes brasileiros possam cumprir leis brasileiras tomarem posse juraram defender cumprir voto impit,0.0,0.0
1397,Claude cajado votou acumulou votos,0.0,0.0
1398,processo constituindo ilegal imoral ilegítimo oaso fa naa consciência democrática país aceita golpe voto golpe almea votou votos faça dirigida réu processo corrupção quero dizer defesa povo brasileiro nome região sul 8:26:40 cidade defesa passará votou votos contrários dem estirpar Vida nacional organização criminosa sequestrou brasileiros baianos futuro minas peito,0.0,0.0
1399,Orgulho campo vota votou acumulou votos,0.0,0.0
1400,Deputado erivo,0.0,0.0
1401,Presidente resgate povo brasileiro reconstrução país defesa vida família,0.0,0.0
1402,Fé voto,0.0,0.0
1403,Estado votou acumulou Deputado senhor presidente clareza resultado acompanhar partido voto senhor presidente,0.0,0.0
1404,Deputado votou totalizando votos contrários deputado senhor presidente senhor presidente deputado conhece est sentado cadeira senhor presidente era est meando esperar senhor presidente esperar presidente conselho ética cassação plenário votar cassação volto senhor presidente Deputado totalizando votos contrários,0.0,0.0
1405,Deputado existe frase encaixa momento soberba procede queda sirva exemplo há haja soberba dia experimente 8:29:20 queda soberba,0.0,0.0
1406,Abrir rombos bilionários públicos achar acontecer soberba sirva exemplo deputados compõem base governo,-0.8,1.0
1407,deputados soberba procede queda voto,0.0,0.0
1408,senhor presidente irmão láo votou estado acumulou votos velado senhor presidente posição consolidada plenário poderia oportunista virtude posicionamento partidário voto senhor presidente bacel votou totalizando votos contrários goberto,0.0,0.0
1409,ficção governo presidente corrupto mentiroso cometeu crime responsabilidade fiscal sonhando governo corrupção pedindo presidente próximo presidente governo,0.0,0.0
1410,partido aproveitando homenagear polícia federal juiz aproveitando pedir resto corruptos homenageando re querida verde amarelo voto votou acumulou votos deputado sola trabalhadores população brasileira ruas manifestando golpe companheiros mobilizados aceitar golpe estado país acredita acreditam solução deixar edard querem solu querem vocês aliaram corruptos aliaram oposição rasgar constituição fazer golpe estado país golpe deputado sola votando totalizando votos contrários anos,0.0,0.0
1411,partido fez oposição projeto criminoso implantado disse estirpar democrata política brasileira extirpando paraa votando crimes cometeu passar check fundo nome povo brasileiro roubou refinaria,0.0,0.0
1412,roubou roubou honrada voto princípios respeito vida liberdade,0.0,0.0
1413,justiça,0.0,0.0
1414,voto povo,0.0,0.0
1415,baiano voto mulher mulher filhos netos viva,0.0,0.0
1416,dilmo,0.0,0.0
1417,dem votou acumulou votos senhores deputados ouvi falar coisas vi falar culta via falar recebeu precisa falar,0.0,0.0
1418,Senor,0.0,0.0
1419,Presidente excelência ho,0.0,0.0
1420,bola vez Senor pagar fez votando família filhos netos querida chada digo,0.0,0.0
1421,Senor presidente corrupção,0.0,0.0
1422,dinheiro conta ter contas dizer tem contas aprovad,0.0,0.0
1423,Senor,0.0,0.0
1424,Presidente votou totalizando votos contrários senhor presidente,0.0,0.0
1425,senhores,0.0,0.0
1426,deputados,0.0,0.0
1427,senhoras deputad homenagem povo,0.0,0.0
1428,respeito,0.0,0.0
1429,instituições democráticas respeito manter coerência política voto votou totalizando votos contrários senhor presidente constituição jurei cumprir democracia estado direito história política mandatos voto impitma,0.0,0.0
1430,votou totalizando votos contrários impeachment respeito constituição constituição tive privilégio participar assinando constituí sabendo estão crimes responsabilidades presidente parecer relator jova definiu crimes defesa certeza movimento popular ruas teríamos votação temos respeito ruas brasileiros voto defendendo defendendo voto votou acumulou votos,0.6,0.9
1431,Silêncio voto senhor,0.0,0.0
1432,presidente votou acumulou votos presidente senhores,0.0,0.0
1433,senhores,0.0,0.0
1434,deputados nome nome nome evangélicos cristãos,0.0,0.0
1435,nome,0.0,0.0
1436,partido coerência partido,0.0,0.0
1437,Presidente votamos brasilo prb votou acumulou votos deputado manda voto é eleitores especial cidade natal posso descumprir determinação partido progressista voto abstenção 8:38:22 abstenção votos deputada hipocrisia sair cometeu crime tinha entrar cadela cúmplices tramando deviam cade,0.0,0.0
1438,Valentes gritam gritam cunha querem tirar salvar salvarem querem tramam temer esgoto tramou dar rasir vocês covardes covardes trabalhadores elegeram primeira mulher povo rua vota,0.0,0.0
1439,Deputado vota,0.0,0.0
1440,Deputado covardes covardes pararem falo sees falar ficar senora teve tempo falar covardes covardes,0.0,0.0
1441,Deputado vota,0.0,0.0
1442,Deputado voto vota,0.0,0.0
1443,Deputado democracia vota deputada votou totalizando votos contrários vota senhor presidente voto homenageia família voto respeita vontade eleitores querida,0.0,0.0
1444,Lagoinhas,0.0,0.0
1445,sofrido últimos anos brasileiros trabalham produzem constroem país país corrupção voto homenagem administr público governo federal estadual considerado melhor prefeito prefeito salvadoro futuro presente votos vota senhor presidente senhoras senhores deputados voto senhor presidente votou contando votos contrários vota democra totalizando votos contrrios senhor presidente senhoras,0.0,0.0
1446,senhores deputados concordar forma governo conduz país entendo democracia chega poder votou totalizando votos contrários 8:42:35,0.0,0.0
1447,senhor presidente voto votou totalizando votos contrários deputada tieron prb senhor presidente senhoras,0.0,0.0
1448,senhores,0.0,0.0
1449,deputados brasileiro honrada noite voz mulher negra mulher nordestina quer migalha governo federal tem dignidade trabalhar vencer voz presidente traz unidade brasileiro voz jovens crianças salvador,0.0,0.0
1450,Terra mãe país curvará faça deputados chegaram dizer existe crime convencidos existe configuração crime responsabilidade voto,0.0,0.0
1451,Estado votou votos acumulados,0.0,0.0
1452,Deputado dov senhor presidente consciência limpa consciência limpa saber ter certeza houve crime responsabilidade,0.0,0.0
1453,conscia limpa sabe guardado coração certeza vendeu cargos dinheiro consciência sabe acredita podemos mudar país nome voto favor favor país presidenta,0.0,0.0
1454,votou acumulou votos,0.0,0.0
1455,Deputado povo brasileiro dia abril terra assassinado presidente governador anos passaram impune assassinaram companheiros senhor presidente homenagem lutaram deram vida reforma agrária homenagem movimento terra movimento teto população negra país,0.0,0.0
1456,homenagem vive pelas homenagem deista cara peroba tirar homenagem capitão larca homenagem aiguera zumbi,0.0,0.0
1457,Dandara homenagem povo brasileiro ailma,0.0,0.0
1458,Presidente votou totalizando votos contrários vota deputado brasileiros povo sessão reconhecida,0.0,0.0
1459,futuro maior faça história política brasileira presidenta honesta honrada,0.0,0.0
1460,Eleita voto popular julgada tribunal exceção tribunal,0.6,0.9
1461,Presidente membros indiciados réus homenagem homens,0.0,0.0
1462,8:47:11 mulheres lutaram lutam democracia voto voto golpe votou votos chamar estado seguida primeiro parlamentar senhor presidente senhor presidente dia homenagem dia,0.0,0.0
1463,celebração,0.0,0.0
1464,dia lamento,0.0,0.0
1465,ter foras políticas partir temos ter responsabilidade,0.0,0.0
1466,futuro país respeitei líder,0.0,0.0
